event_code,event_name,event_title
AGMR,AGM Resolution,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQCT,Final Annual Results,
KQSB,Year Interim Result,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
TS,Treasury Stocks,
TS,Treasury Stocks,
KQQY,Quarterly results,
BOME,BOD Meeting,
TS,Treasury Stocks,
BOME,BOD Meeting,
KQQY,Quarterly results,
TS,Treasury Stocks,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
AGMR,AGM Resolution,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQCT,Final Annual Results,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
AGME,Annual General Meeting,STG - Holds 2023 AGM
AGME,Annual General Meeting,STG - Holds 2022 AGM
AGME,Annual General Meeting,STG - Holds 2021 AGM
AGME,Annual General Meeting,STG - Holds 2020 AGM
AGME,Annual General Meeting,STG - Holds 2019 AGM
AIS,Additional Listing,"STG -  Lists 12,815,478 additional shares"
ISS,Share Issue,STG-Issues dividend shares at 100:15
AGME,Annual General Meeting,STG-Holds 2018 AGM
BOME,BOD Meeting,"STG-BoD's resolution dated September 14, 2017"
BOME,BOD Meeting,"STG-BoD's resolution dated April 12, 2017"
AGMR,AGM Resolution,STG- 2017 AGM's resolution
BCHA,Key Personnel Change,STG-Appoints Ms. Nguyen Thi Oanh as Head of Control Committee 
DDINS,Director Deal: Institutional transactions,"STG-Vietnam Electrical Equipment Joint Stock Corporation bought 22,299,983 shares"
DDINS,Director Deal: Institutional transactions,"STG-Dalat Safari Co., Ltd was no longer as major shareholder"
AGME,Annual General Meeting,STG-Holds 2017 AGM
BOME,BOD Meeting,"STG-BoD's resolution dated February 14, 2017"
BOME,BOD Meeting,"STG-BoD's resolution dated January 5, 2017"
DDINS,Director Deal: Institutional transactions,"STG-Da Lat Safari Company Limited, major shareholder, bought 545,000 shares"
BOME,BOD Meeting,"STG-BoD's resolution dated January 5, 2017"
BCHA,Key Personnel Change,STG-Ms. Nguyen Vu Hoai An resigns from the position of Control member
DDINS,Director Deal: Institutional transactions,"STG-Dalat Safari Company Limited became a major shareholder after buying 1,450,000 shares"
AIS,Additional Listing,"STG-Lists 57,677,859 additional shares"
BOME,BOD Meeting,"STG-BoD's resolution dated September 16, 2016"
BOME,BOD Meeting,"STG-BoD's resolution dated September 14, 2016"
ISS,Share Issue,STG-Issues additional shares 
BOME,BOD Meeting,"STG-BoD's resolution on raising the capital contribution in SORECO Real Estate Development Co., Ltd."
BOME,BOD Meeting,"STG-BoD's resolution dated July 6, 2016"
BOME,BOD Meeting,"STG-BoD's resolution dated July 1, 2016"
BOME,BOD Meeting,"STG-BoD's resolution dated June 21, 2016"
BOME,BOD Meeting,"STG-BoD's resolution dated June 17, 2016"
BOME,BOD Meeting,"STG-BoD's resolution dated May 31, 2016"
BCHA,Key Personnel Change,STG-Appoints Mr. Nguyen Van Tuan as Chairman in replacement for Mr. Tran Quyet Thang 
AGMR,AGM Resolution,STG- 2016 AGM's resolution
BCHA,Key Personnel Change,"STG-Appoints Mr. Nguyen Van Tuan as Board member in replacement for Ms. Doan Thi Dong from April 15, 2016"
BCHA,Key Personnel Change,"STG-Ms. Doan Thi Dong resigns from the position of Board member from April 12, 2016"
BOME,BOD Meeting,"STG-BoD's resolution dated March 31, 2016"
DDINS,Director Deal: Institutional transactions,"STG-Post and Telecommunications Investment and Construction JSC failed to buy 811,420 shares"
BOME,BOD Meeting,"STG-BoD's resolution dated March 31, 2016"
DDINS,Director Deal: Institutional transactions,"STG-IB Securities Joint Stock Company bought 2,206,468 shares"
AIS,Additional Listing,"STG-Listing additional 1,382,028 shares"
BOME,BOD Meeting,"STG-BoD's resolution dated March 10, 2016"
AGME,Annual General Meeting,STG-Holds 2016 AGM
BOME,BOD Meeting,"STG-BoD's resplution dated February 24, 2016"
BOME,BOD Meeting,"STG-BoD's resolution dated February 22, 2016"
KQQY,Quarterly results,STG-Q4/2015 financial statements (Consolidated)
BCHA,Key Personnel Change,"STG-Mr. Tran Manh Duc resigns from the position of Deputy CEO from February 2, 2016"
DDINS,Director Deal: Institutional transactions,"STG- SCI Joint Stock Company sold 680,000 shares"
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
AIS,Additional Listing,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
EGME,Extraordinary General Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
AGMR,AGM Resolution,
BCHA,Key Personnel Change,
MOVE,Exchange Switching,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
AGMR,AGM Resolution,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
EGME,Extraordinary General Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
NLIS,New listing,
AGME,Annual General Meeting,STH - Holds 2023 AGM
AGME,Annual General Meeting,STH - Holds 2022 AGM
AIS,Additional Listing,"STH - Registers additional shares 13,000,000 shares"
ISS,Share Issue,"STH- Issues additional shares for existing shareholders at 1:2 and VND10,000/share"
NLIS,New listing,STH - Officially registers shares on UPCOM
AGME,Annual General Meeting,STH - Holds 2020 AGM
AIS,Additional Listing,"STK- Lists additional 12,273,099 shares"
ISS,Share Issue,STK - Issues dividend shares at 15%
AGME,Annual General Meeting,STK - Holds 2023 AGM
AIS,Additional Listing,"STK- Lists additional 13,636,881 shares"
ISS,Share Issue,"STK - Issues additional shares for existing shareholders at 5 : 1 at VND 10,000/share"
DIV,Cash Dividend,STK - Pay cash dividend 2021 - Year at VND 1500/share
AGME,Annual General Meeting,STK - Holds 2022 AGM
DIV,Cash Dividend,"STK - Pays Year, 2020 cash dividend at VND1500/share"
AGME,Annual General Meeting,STK - Holds 2021 AGM
DIV,Cash Dividend,"STK - Pays Year, 2019 cash dividend at VND1500/share"
AGME,Annual General Meeting,STK - Holds 2020 AGM
TS,Treasury Stocks,STK - Buy treasury shares
TS,Treasury Stocks,STK -  Registration Buy treasury shares
DIV,Cash Dividend,"STK - Pays Year, 2018 cash dividend at VND1500/share"
AIS,Additional Listing,"STK - Niêm yết bổ sung 10,789,146 cổ phiếu"
AGME,Annual General Meeting,STK - Holds 2019 AGM
ISS,Share Issue,"STK-Issues shares for existing shareholders at 10:1 and VND10,000/share"
DIV,Cash Dividend,"STK - Pays Year, 2017 cash dividend at VND800/share"
AGME,Annual General Meeting,STK-Holds 2018 AGM
BOME,BOD Meeting,"STK-BoD's resolution dated October 16, 2017"
BOME,BOD Meeting,"STK-BoD's resolution dated September 27, 2017"
AIS,Additional Listing,STK-Lists additional shares
BOME,BOD Meeting,"STK-BoD's resolution dated July 31, 2017"
ISS,Share Issue,STK-Issues 2016 dividend shares at the ex-rate of 100:12
BOME,BOD Meeting,"STK-BoD's resolution dated June 26, 2017"
DIV,Cash Dividend,"STK - Pays Year, 2016 cash dividend at VND300/share"
BOME,BOD Meeting,"STK-BoD's resolution dated June 19, 2017"
BOME,BOD Meeting,"STK-BoD's resolution dated May 15, 2017"
AGMR,AGM Resolution,STK- 2017 AGM's resolution
BOME,BOD Meeting,"STK-BoD's resolution dated March 10, 2017"
AGME,Annual General Meeting,STK-Holds 2017 AGM
BOME,BOD Meeting,"STK-BoD's resolution dated February 10, 2017"
BCHA,Key Personnel Change,"STK-Appoints Mr. Phan Nhu Bich as CFO from October 26, 2016"
KQQY,Quarterly results,STK-Q3/2016 financial statements
BCHA,Key Personnel Change,STK-Appoints Mr. Phan Nhu Bich as standing Finance director
KQQY,Quarterly results,STK-Q2/2016 financial statements
AIS,Additional Listing,"STK-Lists 6,980,189 additional shares"
BOME,BOD Meeting,"STK-BoD's resolution dated June 7, 2016"
ISS,Share Issue,STK-Shares issue for existing shareholders 
BOME,BOD Meeting,"STK-BoD's resolution dated May 18, 2016"
BOME,BOD Meeting,"STK-BoD's resolution dated May 18, 2016"
BOME,BOD Meeting,"STK-BoD's resolution dated April 25, 2016"
DIV,Cash Dividend,STK-Pays 2015 cash dividend at VND500/share
BOME,BOD Meeting,"STK-BoD's resolution dated April 4, 2016"
AGMR,AGM Resolution,STK- 2016 AGM's resolution
BOME,BOD Meeting,STK-BoD's resolution on 2016 business targets
BOME,BOD Meeting,"STK-BoD's resolution on 2015 business result, 2015 dividend and 2016 AGM plan"
BOME,BOD Meeting,"STK-BoD's resolution on the yarn selling contract with P.A.N Chau A Co., Ltd."
AGME,Annual General Meeting,STK-Holds 2016 AGM
BOME,BOD Meeting,"STK-BoD's resolution dated January 19, 2016"
BOME,BOD Meeting,"STK-BoD's resolution dated January 14, 2016"
DDINS,Director Deal: Institutional transactions,"STK- Vietnam Holding Limited sold 100,000 shares"
BOME,BOD Meeting,
NLIS,New listing,
AGME,Annual General Meeting,STP - Holds 2023 AGM
DIV,Cash Dividend,STP - Pay cash dividend 2022 - Interim 1 at VND 800/share
AGME,Annual General Meeting,STP - Holds 2022 AGM
DIV,Cash Dividend,"STP - Pays Interim 1, 2021 cash dividend at VND800/share"
DIV,Cash Dividend,"STP - Pays Year, 2020 cash dividend at VND800/share"
DIV,Cash Dividend,"STP - Pays Year, 2019 cash dividend at VND800/share"
DIV,Cash Dividend,"STP - Pays Interim 2, 2018 cash dividend at VND800/share"
AGME,Annual General Meeting,STP - Holds 2019 AGM
DIV,Cash Dividend,"STP - Pays Interim 1, 2018 cash dividend at VND1000/share"
BOME,BOD Meeting,"STP-BoD's resolution dated February 27, 2018"
KQQY,Quarterly results,STP-Q4/2017 consolidated financial statements
KQQY,Quarterly results,STP-Q4/2017 financial statements (holding company)
BOME,BOD Meeting,"STP-BoD's resolution dated January 09, 2018"
BOME,BOD Meeting,"STP-BoD's resolution dated January 05, 2018"
BOME,BOD Meeting,"STP-BoD's resolution dated December 21, 2017"
BOME,BOD Meeting,"STP-BoD's resolution dated November 01, 2017"
KQQY,Quarterly results,STP-Q3/2017 consolidated financial statements
KQQY,Quarterly results,STP-Q3/2017 financial statements (holding company)
KQQY,Quarterly results,STP-Interim 2017 reviewed financial statements (holding company)
BOME,BOD Meeting,"STP-BoD's resolution dated August 10, 2017"
KQQY,Quarterly results,STP-Q2/2017 consolidated financial statements
KQQY,Quarterly results,STP-Q2/2017 financial statements (holidng company)
BOME,BOD Meeting,"STP-BoD's resolution dated June 14, 2017 "
DIV,Cash Dividend,"STP - Pays Year, 2016 cash dividend at VND500/share"
BOME,BOD Meeting,"STP-BoD's resolution dated May 17, 2017"
AGMR,AGM Resolution,STP- 2017 AGM's resolution
BOME,BOD Meeting,"STP-BoD's resolution dated April 10, 2017"
KQSB,Year Interim Result,STP- 2016 consolidated financial statements
KQSB,Year Interim Result,STP- 2016 financial statements (Holding company)
AGME,Annual General Meeting,STP-Holds 2017 AGM
BOME,BOD Meeting,"STP-BoD's resolution dated February 17, 2017"
KQQY,Quarterly results,STP-Q4/2016 consolidated financial statements
BOME,BOD Meeting,"STP-BoD's resolution dated January 18, 2017"
BOME,BOD Meeting,"STP-BoD's resolution dated January 16, 2017"
AIS,Additional Listing,"STP-Lists addiitional 1,045,744 shares"
BOME,BOD Meeting,"STP-BoD's resolution dated November 4, 2016"
KQQY,Quarterly results,STP-Q3/2016 financial statements (Holding company)
BCHA,Key Personnel Change,STP-Appoints Mr. Nguyen Trong Loi as Board member in replacement for Mr. Dang Van Phuc 
ISS,Share Issue,"STP-Issues bonus shares for existing shareholders at the ex-rate of 100,000:14,999"
BOME,BOD Meeting,"STP-BoD's resolution dated September 22, 2016"
KQQY,Quarterly results,STP-H1/2016 financial statements (Holding company)
KQQY,Quarterly results,STP-Q2/2016 financial statements (Holding company)
KQQY,Quarterly results,STP- Q1/2016 financial statements (Holding company)
AGMR,AGM Resolution,STP- 2016 AGM's resolution
OTHE,Other events,"STP-Removed from being alert from April 1, 2016"
KQCT,Final Annual Results,STP-2015 financial statements
BCHA,Key Personnel Change,"STP-Appoints Mr. Nguyen Trong San as Chairman in replacement for Mr. Dang Van Phuc from March 18, 2016"
KQSB,Year Interim Result,STP-2015 financial statements-holding company
BOME,BOD Meeting,"STP-BoD's resolution dated February 26, 2016"
AGME,Annual General Meeting,STP-Holds 2016 AGM
KQQY,Quarterly results,STP-Q4/2015 financial statements (Consolidated)
BOME,BOD Meeting,"STP-BoD's resolution dated February 4, 2016"
KQQY,Quarterly results,STP- Q4/2015 financial statements (Holding company)
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
AGMR,AGM Resolution,
BCHA,Key Personnel Change,
KQCT,Final Annual Results,
KQSB,Year Interim Result,
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
KQQY,Quarterly results,
TS,Treasury Stocks,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
TS,Treasury Stocks,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
BOME,BOD Meeting,
AGMR,AGM Resolution,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
TS,Treasury Stocks,
TS,Treasury Stocks,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
TS,Treasury Stocks,
KQQY,Quarterly results,
BOME,BOD Meeting,
TS,Treasury Stocks,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQCT,Final Annual Results,
KQQY,Quarterly results,
BOME,BOD Meeting,
TS,Treasury Stocks,
TS,Treasury Stocks,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
AIS,Additional Listing,
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
AGME,Annual General Meeting,STT - Holds 2023 AGM
AGME,Annual General Meeting,STT - Holds 2022 AGM
BALLOT,Record date for ballot,STT - Holds shareholders' circular ballot
BALLOT,Record date for ballot,STT - Holds shareholders' circular ballot
BALLOT,Record date for ballot,STT - Holds a shareholders circular ballot
MOVE,Exchange Switching,STT - Officially registers shares on UPCOM
SUSP,Listing Suspension,STT - Delists shares on HOSE
AGMR,AGM Resolution,STT-2017 AGM's resolution
AGME,Annual General Meeting,STT-Holds 2017 AGM
BCHA,Key Personnel Change,"STT-Dismisses Ms. Nguy Thuy Phuong from the position of Head of Control Committee from June 09, 2017"
BOME,BOD Meeting,"STT-BoD's resolution dated May 16, 2017"
BOME,BOD Meeting,"STT-BoD's resolution dated March 14, 2017"
BOME,BOD Meeting,"STT-BoD's resolution dated March 14, 2017"
DDIND,Director Deal: Individual transactions,"STT-Mr. Cao Thuy Tien became a major shareholder after buying 563,959 shares "
BOME,BOD Meeting,"STT-BoD's resolution dated October 12, 2016"
BOME,BOD Meeting,"STT-BoD's resolution dated September 27, 2016"
BCHA,Key Personnel Change,STT-Mr. Thai Hong Van resigns from the position of Control member
OTHE,Other events,STT-Signs 2016 audit contract with PKF Vietnam Company Limited - Ho Chi Minh City Branch
KQQY,Quarterly results,STT-Q2/2016 consolidated financial statements
AGMR,AGM Resolution,STT-2016 AGM's resolution
AGME,Annual General Meeting,STT-Holds 2016 AGM
BCHA,Key Personnel Change,STT-Appoints Mr. Shimabukuro Yoshinori as Board member 
BOME,BOD Meeting,"STT-BoD's resolution dated May 27, 2016"
BCHA,Key Personnel Change,"STT-Appoints Ms. Nguyen Thị Anh Hong as information disclosure officer from April 16, 2016"
OTHE,Other events,"STT-Under supervision from April 14, 2016"
KQQY,Quarterly results,STT-Q4/2015 consolidated financial statements
BCHA,Key Personnel Change,"STT-Dismisses Mr. Dinh Quang Phuoc Thanh from the position of Deputy CEO from January 9, 2016"
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
AGMR,AGM Resolution,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
AGMR,AGM Resolution,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
EGME,Extraordinary General Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
NLIS,New listing,
EGME,Extraordinary General Meeting,STW - Holds 2023 extra-ordinary shareholders meeting
AGME,Annual General Meeting,STW - Holds 2023 AGM
AGME,Annual General Meeting,STW - Holds 2022 AGM
AGME,Annual General Meeting,STW - Holds 2021 AGM
AGME,Annual General Meeting,STW - Holds 2020 AGM
AGME,Annual General Meeting,STW - Holds 2019 AGM
NLIS,New listing,STW - Officially registers shares on UPCOM
AGME,Annual General Meeting,SVG - Holds 2023 AGM
AGME,Annual General Meeting,SVG - Holds 2022 AGM
AGME,Annual General Meeting,SVG - Holds 2021 AGM
DIV,Cash Dividend,"SVG - Pays Year, 2019 cash dividend at VND60/share"
AGME,Annual General Meeting,SVG - Holds 2020 AGM
DIV,Cash Dividend,"SVG - Pays Year, 2018 cash dividend at VND60/share"
AGME,Annual General Meeting,SVG - Holds 2019 AGM
DIV,Cash Dividend,"SVG - Pays Year, 2017 cash dividend at VND60/share"
KQCT,Final Annual Results,SVG-2017 audited financial statements
AGME,Annual General Meeting,SVG-Holds 2018 AGM
KQQY,Quarterly results,SVG-Q4/2017 financial statements
KQQY,Quarterly results,SVG-Q3/2017 financial statements
KQQY,Quarterly results,SVG-Interim 2017 reviewed financial statements
